10
9.552618824972042,984.2509898438697
13.350262438839675,1935.5228743724656
17.769199306095608,3806.192562542725
24.833344490233934,7128.430262571847
34.627142541096674,15419.810567975057
48.39316305830966,30322.95256064754
38.0034852378476,2180.3953626841094
45.98421713779559,2392.996271063736
52.99133593974539,2501.2637840294765
64.26524266092623,2751.390162432423
74.0580415425912,3019.6663007194866
85.34307644431938,3314.1008833293217
103.49981595784833,3827.7865202453677
119.2712164847586,4201.01740543936
144.31817194655792,5083.231060581628
166.30951243365254,5578.874905490949
201.6918612039121,6765.780541634149
232.42585910165113,7425.48249920845
267.84313286952175,8556.984594325935
309.3588184642977,9883.317206446452
356.4992098493335,10846.996661950297
411.7565873759803,12528.281144552604
475.5788584192573,13781.109259007862
548.0480177974298,15881.087812761434
602.8528195771729,17469.1965940376
696.2950066116349,20176.922066113424
802.3971028572172,22144.286349203834
926.7686538000861,25576.650733330418
1019.4455191800947,28134.315806663482
1174.789598293252,32421.449643869364
1356.8819860287065,35663.594608256295
1489.185671741257,39140.9972571339
1720.0094508611512,45207.85183198965
1892.0103959472658,49728.63701518859
2185.2720073190935,57436.57575254289
2518.2658370058125,66188.81586721608
2770.092420706394,72807.69745393764
3199.4567459158857,80088.4671993315
3519.4024205074743,88097.31391926458
4055.692313156233,101521.66651648599
4461.261544471858,111673.83316813446
4907.387698919042,122841.216484948
5668.032792251494,141881.60504011498
6234.836071476646,156069.76554412648
6842.767933321307,171287.45243391654
7903.396962986112,188416.1976773083
8693.736659284723,207257.81744503914
9563.110325213198,227983.59918954302
10519.42135773452,250781.95910849748
11571.36349350797,275860.15501934703
12728.49984285877,303446.17052128195
14701.41731850188,350480.3269520807
16171.559050352074,385528.3596472889
17788.714955387284,424081.1956120178
19567.58645092601,466489.3151732195
21524.34509601861,513138.2466905413
23676.779605620468,537573.4012948527
25985.39983927508,589989.8553893626
28583.93982320259,648988.8409282985
33014.45049579899,749582.1112721855
36315.8955453789,824540.322399404
39947.4850999168,906994.3546393437
43942.23360990847,997693.7901032784
48336.45697089933,1097463.1691136071
53170.10266798926,1207209.4860249672
58487.11293478819,1327930.4346274636
64335.824228267,1460723.4780902117
70769.40665109374,1606795.8258992324
77846.34731620313,1767475.4084891556
85630.98204782345,1944222.9493380706
94194.0802526058,2138645.2442718777
103613.48827786637,2240485.493999111
113974.83710565303,2464534.043399022
119402.21030116032,2581892.8073704047
131342.43133127637,2840082.0881074453
144476.67446440403,3124090.2969181906
159285.53359700547,3444309.552352305
175214.08695670599,3788740.5075875362
192735.4956523766,4167614.5583462883
212009.04521761424,4584376.014180916
222104.7140375006,4802679.633903818
244315.18544125068,5282947.597294201
268746.7039853758,5811242.35702362
295621.37438391347,6392366.592725988
325183.51182230486,7031603.251998586
340668.44095670036,7366441.502093757
375586.9561547622,8121501.756058368
413145.6517702385,8933651.931664212
454460.21694726223,9827017.124830624
476101.17965903674,10294970.321251126
523711.2976249403,11324467.353376247
576082.4273874345,12456914.088713868
633690.6701261778,13702605.497585265
663866.4163226627,14355110.521279799
731912.7239957358,15826509.349710979
805103.9963953096,16580152.652078178
843442.2819379431,17369683.730748568
927786.5101317375,19106652.10382342
1020565.1611449114,21017317.31420576
1122621.6772594026,23119049.045626324
1178752.7611223727,24275001.497907642
1296628.0372346097,26702501.647698406
1426290.8409580716,29372751.812468283
1494209.452432265,30771454.279728644
1643630.3976754919,33848599.70770154
1807993.4374430412,37233459.67847166
1898393.1093151935,39095132.66239525
2088232.4202467124,43004645.92863476
